Class1,Property,object
http://data.gwsw.nl/1.6/totaal/DrainageInfiltratieTransportStelsel,hasPart,http://data.gwsw.nl/1.6/totaal/DT_riool
http://data.gwsw.nl/1.6/totaal/DrainageInfiltratieTransportStelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/DrainageInfiltratieTransportStelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Hemelwaterriool
http://data.gwsw.nl/1.6/totaal/DrainageTransportStelsel,hasPart,http://data.gwsw.nl/1.6/totaal/DIT_riool
http://data.gwsw.nl/1.6/totaal/DrainageTransportStelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Hemelwaterriool
http://data.gwsw.nl/1.6/totaal/Persleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Leidingsegment
http://data.gwsw.nl/1.6/totaal/Persleiding,hasConnection,http://data.gwsw.nl/1.6/totaal/Rioolgemaal
http://data.gwsw.nl/1.6/totaal/Persleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Zakbaak
http://data.gwsw.nl/1.6/totaal/Persleiding,isPartOf,http://data.gwsw.nl/1.6/totaal/Persleidingsysteem
http://data.gwsw.nl/1.6/totaal/Afdekking,hasAspect,http://data.gwsw.nl/1.6/totaal/Dekselorientatie
http://data.gwsw.nl/1.6/totaal/Afdekking,hasPart,https://data.crow.nl/imbor/def/4A8A4B11-E7A2-40C7-A208-86190FF6812C
http://data.gwsw.nl/1.6/totaal/Afdekking,isPartOf,http://data.gwsw.nl/1.6/totaal/Lijngoot
http://data.gwsw.nl/1.6/totaal/Putdekselniveau,hasAspect,https://data.crow.nl/imbor/def/8AB0AC02-EE94-4086-9B14-D53EDE3C4101
http://data.gwsw.nl/1.6/totaal/Putdekselniveau,isAspectOf,http://data.gwsw.nl/1.6/totaal/Dekselorientatie
http://data.gwsw.nl/1.6/totaal/Risicogebied,hasPart,http://modellen.geostandaarden.nl/def/nen3610-2022#Leiding
http://data.gwsw.nl/1.6/totaal/Risicogebied,hasPart,https://data.crow.nl/imbor/def/B7168388-9EB9-4C95-B35E-1BA2660849E8
http://data.gwsw.nl/1.6/totaal/Risicogebied,hasPart,https://data.crow.nl/imbor/def/FB26A375-695E-4AB0-9403-59C00CDC9D04
http://data.gwsw.nl/1.6/totaal/Risicogebied,hasPart,https://data.crow.nl/imbor/def/E18B7770-7D26-4259-992C-9AB4C588E4C8
http://data.gwsw.nl/1.6/totaal/Lining,isPartOf,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolleiding
http://data.gwsw.nl/1.6/totaal/Lining,isPartOf,http://data.gwsw.nl/1.6/totaal/VrijvervalTransportleiding
http://data.gwsw.nl/1.6/totaal/ContractiecoefficientDoorlaatprofiel,isAspectOf,http://data.gwsw.nl/1.6/totaal/Doorlaat
http://data.gwsw.nl/1.6/totaal/MaximaleCapaciteitDoorlaat,isAspectOf,http://data.gwsw.nl/1.6/totaal/Doorlaat
http://data.gwsw.nl/1.6/totaal/Stromingsrichting,isAspectOf,http://data.gwsw.nl/1.6/totaal/Overstortdrempel
http://data.gwsw.nl/1.6/totaal/Stromingsrichting,isAspectOf,http://data.gwsw.nl/1.6/totaal/Doorlaat
http://data.gwsw.nl/1.6/totaal/Stromingsrichting,isAspectOf,http://data.gwsw.nl/1.6/totaal/Stuwmuur
http://data.gwsw.nl/1.6/totaal/Doorlaatniveau,isAspectOf,http://data.gwsw.nl/1.6/totaal/Doorlaat
http://data.gwsw.nl/1.6/totaal/Infiltratieriool,isPartOf,http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel
http://data.gwsw.nl/1.6/totaal/Infiltratieriool,hasAspect,http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid
http://data.gwsw.nl/1.6/totaal/Infiltratieriool,hasPart,http://data.gwsw.nl/1.6/totaal/Leidingomhulling
http://data.gwsw.nl/1.6/totaal/Infiltratieriool,isPartOf,http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel
http://data.gwsw.nl/1.6/totaal/Infiltratieput,hasAspect,http://data.gwsw.nl/1.6/totaal/Porositeit
http://data.gwsw.nl/1.6/totaal/Infiltratieput,hasAspect,http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid
http://data.gwsw.nl/1.6/totaal/Drain,isPartOf,http://data.gwsw.nl/1.6/totaal/Drainagestelsel
http://data.gwsw.nl/1.6/totaal/Drain,isPartOf,http://data.gwsw.nl/1.6/totaal/Grindkoffer
http://data.gwsw.nl/1.6/totaal/Drain,hasAspect,http://data.gwsw.nl/1.6/totaal/Porositeit
http://data.gwsw.nl/1.6/totaal/Drain,hasPart,http://data.gwsw.nl/1.6/totaal/Leidingomhulling
http://data.gwsw.nl/1.6/totaal/Drain,isPartOf,http://data.gwsw.nl/1.6/totaal/Zandkoffer
http://data.gwsw.nl/1.6/totaal/Drain,isPartOf,http://data.gwsw.nl/1.6/totaal/DrainageInfiltratieTransportStelsel
http://data.gwsw.nl/1.6/totaal/Drain,hasAspect,http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid
http://data.gwsw.nl/1.6/totaal/Infiltratiekolk,hasAspect,http://data.gwsw.nl/1.6/totaal/Porositeit
http://data.gwsw.nl/1.6/totaal/Infiltratiekolk,hasAspect,http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid
http://data.gwsw.nl/1.6/totaal/VrijvervalDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Lozingspunt
http://data.gwsw.nl/1.6/totaal/VrijvervalDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Filterput
http://data.gwsw.nl/1.6/totaal/VrijvervalDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Drainageput
http://data.gwsw.nl/1.6/totaal/VrijvervalDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Doorspoelput
http://data.gwsw.nl/1.6/totaal/MechanischRioolstelsel,isPartOf,http://data.gwsw.nl/1.6/totaal/Afvalwatersysteem
http://data.gwsw.nl/1.6/totaal/MechanischRioolstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Lozingspunt
http://data.gwsw.nl/1.6/totaal/MechanischRioolstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Overnamepunt
http://data.gwsw.nl/1.6/totaal/MechanischRioolstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Doorspuitput
http://data.gwsw.nl/1.6/totaal/MechanischDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Filterput
http://data.gwsw.nl/1.6/totaal/MechanischDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Lozingspunt
http://data.gwsw.nl/1.6/totaal/MechanischDrainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Doorspuitput
http://data.gwsw.nl/1.6/totaal/Drainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/Drainagestelsel,isPartOf,http://data.gwsw.nl/1.6/totaal/Grondwatersysteem
http://data.gwsw.nl/1.6/totaal/Drainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Infiltratiereservoir
http://data.gwsw.nl/1.6/totaal/Drainagestelsel,hasPart,https://data.crow.nl/imbor/id/0AE1F11A-C94C-4C5E-A203-099F5717F317
http://data.gwsw.nl/1.6/totaal/Drainagestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Drainagegemaal
http://data.gwsw.nl/1.6/totaal/Grindkoffer,hasPart,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/Porositeit,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratieput
http://data.gwsw.nl/1.6/totaal/Porositeit,isAspectOf,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/Porositeit,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratiekolk
http://data.gwsw.nl/1.6/totaal/Porositeit,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratiereservoir
http://data.gwsw.nl/1.6/totaal/Porositeit,isAspectOf,https://data.crow.nl/imbor/id/2F0A4378-F45C-4EE2-A9A2-ED3DB968FBAB
http://data.gwsw.nl/1.6/totaal/Zandkoffer,hasPart,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratieput
http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratieriool
http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid,isAspectOf,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratiekolk
http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratiereservoir
http://data.gwsw.nl/1.6/totaal/Doorlaatbaarheid,isAspectOf,https://data.crow.nl/imbor/id/2F0A4378-F45C-4EE2-A9A2-ED3DB968FBAB
http://data.gwsw.nl/1.6/totaal/DT_riool,hasPart,http://data.gwsw.nl/1.6/totaal/Leidingomhulling
http://data.gwsw.nl/1.6/totaal/DT_riool,isPartOf,http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel
http://data.gwsw.nl/1.6/totaal/DT_riool,isPartOf,http://data.gwsw.nl/1.6/totaal/DrainageTransportStelsel
http://data.gwsw.nl/1.6/totaal/DIT_riool,hasPart,http://data.gwsw.nl/1.6/totaal/Leidingomhulling
http://data.gwsw.nl/1.6/totaal/DIT_riool,isPartOf,http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel
http://data.gwsw.nl/1.6/totaal/DIT_riool,isPartOf,http://data.gwsw.nl/1.6/totaal/DrainageInfiltratieTransportStelsel
http://data.gwsw.nl/1.6/totaal/Grondwatersysteem,isPartOf,http://data.gwsw.nl/1.6/totaal/StedelijkGebied
http://data.gwsw.nl/1.6/totaal/Grondwatersysteem,hasPart,http://data.gwsw.nl/1.6/totaal/Drainagestelsel
http://data.gwsw.nl/1.6/totaal/MechanischeRioolleiding,hasAspect,http://data.gwsw.nl/1.6/totaal/Drukklasse
http://data.gwsw.nl/1.6/totaal/MechanischeRioolleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Ontluchter
http://data.gwsw.nl/1.6/totaal/MechanischeRioolleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Ontspanningsventiel
http://data.gwsw.nl/1.6/totaal/MechanischeRioolleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Mangat
http://data.gwsw.nl/1.6/totaal/MechanischeRioolleiding,hasAspect,https://data.crow.nl/imbor/id/A2A9480C-C310-414A-A69A-72DA95289ACB
http://data.gwsw.nl/1.6/totaal/MechanischeTransportleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Ontspanningsventiel
http://data.gwsw.nl/1.6/totaal/MechanischeTransportleiding,hasPart,http://data.gwsw.nl/1.6/totaal/Ontluchter
http://data.gwsw.nl/1.6/totaal/MechanischeTransportleiding,hasAspect,https://data.crow.nl/imbor/id/A2A9480C-C310-414A-A69A-72DA95289ACB
http://data.gwsw.nl/1.6/totaal/MechanischeTransportleiding,hasAspect,http://data.gwsw.nl/1.6/totaal/Drukklasse
http://data.gwsw.nl/1.6/totaal/Perceelaansluiting,isPartOf,http://data.gwsw.nl/1.6/totaal/Drukriolering
http://data.gwsw.nl/1.6/totaal/Perceelaansluiting,hasPart,http://data.gwsw.nl/1.6/totaal/Perceelaansluitleiding
http://data.gwsw.nl/1.6/totaal/Perceelaansluiting,hasPart,http://data.gwsw.nl/1.6/totaal/Perceelaansluitpunt
http://data.gwsw.nl/1.6/totaal/Perceelaansluiting,isPartOf,http://data.gwsw.nl/1.6/totaal/HybrideSysteem
http://data.gwsw.nl/1.6/totaal/Perceelaansluiting,isPartOf,http://data.gwsw.nl/1.6/totaal/Luchtpersriolering
http://data.gwsw.nl/1.6/totaal/Perceelaansluiting,isPartOf,http://data.gwsw.nl/1.6/totaal/Vacuumriolering
http://data.gwsw.nl/1.6/totaal/Drukleiding,isPartOf,http://data.gwsw.nl/1.6/totaal/Drukriolering
http://data.gwsw.nl/1.6/totaal/Drukleiding,isPartOf,http://data.gwsw.nl/1.6/totaal/HybrideSysteem
http://data.gwsw.nl/1.6/totaal/Spindel,isPartOf,http://data.gwsw.nl/1.6/totaal/DubbelkerendeSpindelschuif
http://data.gwsw.nl/1.6/totaal/Spindel,isPartOf,http://data.gwsw.nl/1.6/totaal/EnkelkerendeSpindelschuif
http://data.gwsw.nl/1.6/totaal/MinimaalDoorstroomoppervlak,isAspectOf,http://data.gwsw.nl/1.6/totaal/Duiker
http://data.gwsw.nl/1.6/totaal/Duikerstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Duiker
http://data.gwsw.nl/1.6/totaal/ProfielLeiding,isAspectOf,http://data.gwsw.nl/1.6/totaal/Duiker
http://data.gwsw.nl/1.6/totaal/ProfielLeiding,isAspectOf,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolleiding
http://data.gwsw.nl/1.6/totaal/ProfielLeiding,isAspectOf,http://data.gwsw.nl/1.6/totaal/VrijvervalTransportleiding
http://data.gwsw.nl/1.6/totaal/Duiker,hasAspect,http://data.gwsw.nl/1.6/totaal/MinimaalDoorstroomoppervlak
http://data.gwsw.nl/1.6/totaal/Duiker,isPartOf,http://data.gwsw.nl/1.6/totaal/Oppervlaktewatersysteem
http://data.gwsw.nl/1.6/totaal/Duiker,isPartOf,http://data.gwsw.nl/1.6/totaal/Duikerstelsel
http://data.gwsw.nl/1.6/totaal/Duiker,hasAspect,http://data.gwsw.nl/1.6/totaal/ProfielLeiding
http://data.gwsw.nl/1.6/totaal/VerbeterdeOverstortput,hasPart,http://data.gwsw.nl/1.6/totaal/Duikschot
http://data.gwsw.nl/1.6/totaal/BobEindpuntLeiding,isAspectOf,http://data.gwsw.nl/1.6/totaal/EindpuntLeiding
http://data.gwsw.nl/1.6/totaal/BobEindpuntLeiding,hasAspect,https://data.crow.nl/imbor/def/8AB0AC02-EE94-4086-9B14-D53EDE3C4101
http://data.gwsw.nl/1.6/totaal/Meetinstrument,isPartOf,http://data.gwsw.nl/1.6/totaal/Stelsel
http://data.gwsw.nl/1.6/totaal/Meetinstrument,hasAspect,http://data.gwsw.nl/1.6/totaal/Meetpunt
http://data.gwsw.nl/1.6/totaal/Meetinstrument,hasConnection,https://data.crow.nl/imbor/def/CE738F23-2622-45F9-82FD-259E62BF4DAF
http://data.gwsw.nl/1.6/totaal/Meetinstrument,hasConnection,https://data.crow.nl/imbor/def/40B39DB2-3F4D-4DC9-A145-35B53FD5B5EE
http://data.gwsw.nl/1.6/totaal/Meetinstrument,isPartOf,http://data.gwsw.nl/1.6/totaal/Meetinrichting
http://data.gwsw.nl/1.6/totaal/Meetinstrument,isPartOf,http://data.gwsw.nl/1.6/totaal/Regelinrichting
http://data.gwsw.nl/1.6/totaal/Meetinstrument,hasPart,https://data.crow.nl/imbor/def/F15D86C3-EF9C-4A31-A43E-DE3B3F70FBBE
http://data.gwsw.nl/1.6/totaal/Meetinrichting,hasPart,https://data.crow.nl/imbor/def/CE738F23-2622-45F9-82FD-259E62BF4DAF
http://data.gwsw.nl/1.6/totaal/Meetinrichting,hasPart,https://data.crow.nl/imbor/def/80F7DB6C-0E53-4F15-91C1-88C69455D150
http://data.gwsw.nl/1.6/totaal/Meetinrichting,hasPart,http://data.gwsw.nl/1.6/totaal/Meetinstrument
http://data.gwsw.nl/1.6/totaal/Ontspanningsventiel,isPartOf,http://data.gwsw.nl/1.6/totaal/MechanischeRioolleiding
http://data.gwsw.nl/1.6/totaal/Ontspanningsventiel,isPartOf,http://data.gwsw.nl/1.6/totaal/MechanischeTransportleiding
http://data.gwsw.nl/1.6/totaal/Ontspanningsventiel,hasAspect,http://data.gwsw.nl/1.6/totaal/Energieverliescoefficient
http://data.gwsw.nl/1.6/totaal/NiveauBuitenwater,isAspectOf,http://data.gwsw.nl/1.6/totaal/ExterneOverstortput
http://data.gwsw.nl/1.6/totaal/NiveauBuitenwater,isAspectOf,http://data.gwsw.nl/1.6/totaal/ExterneOverstortconstructie
http://data.gwsw.nl/1.6/totaal/NiveauBuitenwater,hasAspect,https://data.crow.nl/imbor/def/8AB0AC02-EE94-4086-9B14-D53EDE3C4101
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,isPartOf,http://data.gwsw.nl/1.6/totaal/Rioolleiding
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,isPartOf,http://data.gwsw.nl/1.6/totaal/Rioolput
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,hasAspect,https://data.crow.nl/imbor/def/B85EDA23-8A19-46C4-8D47-9968A45FCB31
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,hasPart,http://data.gwsw.nl/1.6/totaal/OpeningInWand
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,hasAspect,https://data.crow.nl/imbor/def/721AA6E1-CEC4-4CCE-8EEA-38EE4399DA06
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,isPartOf,http://data.gwsw.nl/1.6/totaal/Transportleiding
http://data.gwsw.nl/1.6/totaal/Rioolafsluiter,hasAspect,http://data.gwsw.nl/1.6/totaal/Appendage_orientatie
http://data.gwsw.nl/1.6/totaal/Lamellenafscheider,isPartOf,http://data.gwsw.nl/1.6/totaal/Filterput
http://data.gwsw.nl/1.6/totaal/Hulpstukorientatie,isAspectOf,http://data.gwsw.nl/1.6/totaal/Hulpstuk
http://data.gwsw.nl/1.6/totaal/Hulpstukorientatie,hasConnection,http://data.gwsw.nl/1.6/totaal/Maaiveldorientatie
http://data.gwsw.nl/1.6/totaal/Hulpstukorientatie,isAspectOf,http://data.gwsw.nl/1.6/totaal/FlexibelZettingsstuk
http://data.gwsw.nl/1.6/totaal/Hulpstukorientatie,hasAspect,https://data.crow.nl/imbor/def/F8E7183C-E1EC-40C4-B0B0-C77052851B30
http://data.gwsw.nl/1.6/totaal/Bezinkbassin,isPartOf,http://data.gwsw.nl/1.6/totaal/GemengdStelsel
http://data.gwsw.nl/1.6/totaal/Bezinkbassin,hasPart,http://data.gwsw.nl/1.6/totaal/Ledigingsvoorziening
http://data.gwsw.nl/1.6/totaal/Bezinkbassin,hasPart,http://data.gwsw.nl/1.6/totaal/Spoelvoorziening
http://data.gwsw.nl/1.6/totaal/Bezinkbassin,hasPart,https://data.crow.nl/imbor/def/9EE5BD00-C5A8-4D8B-871A-CD3B4EDDD9DF
http://data.gwsw.nl/1.6/totaal/Bezinkbassin,isPartOf,http://data.gwsw.nl/1.6/totaal/VerbeterdHemelwaterstelsel
http://data.gwsw.nl/1.6/totaal/Systeem,hasAspect,http://data.gwsw.nl/1.6/totaal/Gebiedsorientatie
http://data.gwsw.nl/1.6/totaal/Pompschakeling,isAspectOf,http://data.gwsw.nl/1.6/totaal/Gemaal
http://data.gwsw.nl/1.6/totaal/Pompschakeling,isAspectOf,http://data.gwsw.nl/1.6/totaal/Pompput
http://data.gwsw.nl/1.6/totaal/Veiligheidsrooster,isPartOf,http://data.gwsw.nl/1.6/totaal/Gemaal
http://data.gwsw.nl/1.6/totaal/Veiligheidsrooster,isPartOf,http://data.gwsw.nl/1.6/totaal/Pompput
http://data.gwsw.nl/1.6/totaal/Veiligheidsrooster,isPartOf,http://data.gwsw.nl/1.6/totaal/Luik
http://data.gwsw.nl/1.6/totaal/CapaciteitGemaal,isAspectOf,http://data.gwsw.nl/1.6/totaal/Gemaal
http://data.gwsw.nl/1.6/totaal/Hijsinrichting,isPartOf,http://data.gwsw.nl/1.6/totaal/Gemaal
http://data.gwsw.nl/1.6/totaal/Hijsinrichting,isPartOf,http://data.gwsw.nl/1.6/totaal/Pompput
http://data.gwsw.nl/1.6/totaal/NattePompkelder,isPartOf,http://data.gwsw.nl/1.6/totaal/GemaalNatteOpstelling
http://data.gwsw.nl/1.6/totaal/Kolkaansluiting,isPartOf,http://data.gwsw.nl/1.6/totaal/GemengdStelsel
http://data.gwsw.nl/1.6/totaal/Kolkaansluiting,isPartOf,http://data.gwsw.nl/1.6/totaal/Hemelwaterstelsel
http://data.gwsw.nl/1.6/totaal/Kolkaansluiting,hasPart,http://data.gwsw.nl/1.6/totaal/Kolkaansluitleiding
http://data.gwsw.nl/1.6/totaal/Kolkaansluiting,hasPart,http://data.gwsw.nl/1.6/totaal/Kolk
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,isPartOf,http://data.gwsw.nl/1.6/totaal/Onderbemaling
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,isPartOf,http://data.gwsw.nl/1.6/totaal/Transportstelsel
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,hasConnection,http://data.gwsw.nl/1.6/totaal/Persleiding
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,isPartOf,http://data.gwsw.nl/1.6/totaal/Persleidingsysteem
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,isPartOf,http://data.gwsw.nl/1.6/totaal/GemengdStelsel
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,isPartOf,http://data.gwsw.nl/1.6/totaal/VerbeterdHemelwaterstelsel
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,isPartOf,http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel
http://data.gwsw.nl/1.6/totaal/Rioolgemaal,hasPart,http://data.gwsw.nl/1.6/totaal/Overstortbemaling
http://data.gwsw.nl/1.6/totaal/Onderbemaling,hasPart,http://data.gwsw.nl/1.6/totaal/Rioolgemaal
http://data.gwsw.nl/1.6/totaal/Onderbemaling,isPartOf,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolstelsel
http://data.gwsw.nl/1.6/totaal/Onderbemaling,hasPart,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolleiding
http://data.gwsw.nl/1.6/totaal/GestuwdStelsel,isPartOf,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolstelsel
http://data.gwsw.nl/1.6/totaal/GestuwdStelsel,hasPart,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolleiding
http://data.gwsw.nl/1.6/totaal/ExterneOverstortput,hasAspect,http://data.gwsw.nl/1.6/totaal/NiveauBuitenwater
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,isPartOf,http://data.gwsw.nl/1.6/totaal/GescheidenSysteem
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Lozingspunt
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Rioolgemaal
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Vuilwaterriool
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Onderbemaling
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/GestuwdStelsel
http://data.gwsw.nl/1.6/totaal/Vuilwaterstelsel,hasPart,http://data.gwsw.nl/1.6/totaal/VrijvervalRioolleiding
http://data.gwsw.nl/1.6/totaal/Afvalwatersysteem,isPartOf,http://data.gwsw.nl/1.6/totaal/StedelijkGebied
http://data.gwsw.nl/1.6/totaal/Afvalwatersysteem,isInputOf,http://data.gwsw.nl/1.6/totaal/RTC_sturing
http://data.gwsw.nl/1.6/totaal/Afvalwatersysteem,hasPart,http://data.gwsw.nl/1.6/totaal/GescheidenSysteem
http://data.gwsw.nl/1.6/totaal/Afvalwatersysteem,hasPart,http://data.gwsw.nl/1.6/totaal/Transportstelsel
http://data.gwsw.nl/1.6/totaal/Afvalwatersysteem,hasPart,http://data.gwsw.nl/1.6/totaal/Rioolstelsel
http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Infiltratieriool
http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Infiltratiereservoir
http://data.gwsw.nl/1.6/totaal/Infiltratiestelsel,hasPart,http://data.gwsw.nl/1.6/totaal/Goot
http://data.gwsw.nl/1.6/totaal/LateraalDebietHWA,isAspectOf,http://data.gwsw.nl/1.6/totaal/Hemelwaterriool
http://data.gwsw.nl/1.6/totaal/UitlaatPunt,isAspectOf,http://data.gwsw.nl/1.6/totaal/Uitlaatconstructie
http://data.gwsw.nl/1.6/totaal/Stellaag,isPartOf,https://data.crow.nl/imbor/def/B7168388-9EB9-4C95-B35E-1BA2660849E8
http://data.gwsw.nl/1.6/totaal/Hulpstuk,hasAspect,http://data.gwsw.nl/1.6/totaal/Hulpstukorientatie
http://data.gwsw.nl/1.6/totaal/Luchtinjectie_unit,isPartOf,http://data.gwsw.nl/1.6/totaal/HybrideSysteem
http://data.gwsw.nl/1.6/totaal/LozingspuntOppervlaktewater,isPartOf,http://data.gwsw.nl/1.6/totaal/IBA
http://data.gwsw.nl/1.6/totaal/LozingspuntBodem,isPartOf,http://data.gwsw.nl/1.6/totaal/IBA
http://data.gwsw.nl/1.6/totaal/IBA,hasConnection,http://data.gwsw.nl/1.6/totaal/Perceelaansluitpunt
http://data.gwsw.nl/1.6/totaal/IBA,hasPart,http://data.gwsw.nl/1.6/totaal/LozingspuntBodem
http://data.gwsw.nl/1.6/totaal/IBA,hasPart,http://data.gwsw.nl/1.6/totaal/LozingspuntOppervlaktewater
http://data.gwsw.nl/1.6/totaal/IBA,hasRepresentation,http://data.gwsw.nl/1.6/totaal/IBA
http://data.gwsw.nl/1.6/totaal/Infiltratiekrat,isPartOf,http://data.gwsw.nl/1.6/totaal/Infiltratiebassin
http://data.gwsw.nl/1.6/totaal/Infiltratiekrat,isPartOf,http://data.gwsw.nl/1.6/totaal/Wadi
http://data.gwsw.nl/1.6/totaal/Infiltratiebassin,hasPart,http://data.gwsw.nl/1.6/totaal/Infiltratiekrat
http://data.gwsw.nl/1.6/totaal/Wadi,hasAspect,http://data.gwsw.nl/1.6/totaal/Retentiewaarde
http://data.gwsw.nl/1.6/totaal/Wadi,hasPart,http://data.gwsw.nl/1.6/totaal/Drain
http://data.gwsw.nl/1.6/totaal/Wadi,hasPart,http://data.gwsw.nl/1.6/totaal/Infiltratiekrat
http://data.gwsw.nl/1.6/totaal/Wadi,hasPart,http://data.gwsw.nl/1.6/totaal/Slokop
http://data.gwsw.nl/1.6/totaal/Uitstroomniveau,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratiereservoir
http://data.gwsw.nl/1.6/totaal/Uitstroomniveau,isAspectOf,https://data.crow.nl/imbor/def/ACB230E4-46DA-4CF1-806E-01D4753DEBF7
http://data.gwsw.nl/1.6/totaal/InfiltrerendOppervlak,isAspectOf,http://data.gwsw.nl/1.6/totaal/Infiltratiereservoir
http://data.gwsw.nl/1.6/totaal/InfiltrerendOppervlak,isAspectOf,https://data.crow.nl/imbor/id/2F0A4378-F45C-4EE2-A9A2-ED3DB968FBAB
http://data.gwsw.nl/1.6/totaal/Tubelure,hasAspect,http://data.gwsw.nl/1.6/totaal/Injectiepunt
http://data.gwsw.nl/1.6/totaal/Omtreklocatie,isAspectOf,http://data.gwsw.nl/1.6/totaal/Inlaat
http://data.gwsw.nl/1.6/totaal/Zadel,isPartOf,http://data.gwsw.nl/1.6/totaal/Inlaat
http://data.gwsw.nl/1.6/totaal/AfstandTotBeginpunt,isAspectOf,http://data.gwsw.nl/1.6/totaal/InlaatLeiding
